No,Tgl_Iklan,url,harga,Kota,LT,LB,KT,KM,KTP,KMP,carport,garasi,listrik,surat,judul,deskripsi
29,30-03-2021,https://www.rumah123.com/properti/bekasi/hos8101096/,1300000000,Bekasi,144,77,2,1,1,1,1,0,2200,SHM,RUMAH BESAR TANAHNYA CLUSTER IFOLIA HARAPAN INDAH BEKASI,"SATU LGI,MURAH,RUMAH CANTIK,BESAR TANAHNYA...

Dijual Cepat, Rumah di Cluster Ifolia,Siap Huni, murah,..

Harapan Indah2 Bekasi

Luas tanah 144m (818)
Bangunan 77m
Kamar tidur 2+1
Kamar mandi 1+1
Listrik 2200 watt
Toren, pompa air, LL
SHM

Harga jual : 1,3M NEGO

BISA KPR
LL

Hub :
Yane Li
081296288835"
30,30-03-2021,https://www.rumah123.com/properti/bekasi/hos8101058/,690000000,Bekasi,77,77,2,1,0,0,1,0,1300,SHM,RUMAH SIAP HUNI HARAPAN INDAH 1 BEKASI,"Di Jual Rumah Siap Huni, Di Harapan Indah Satu.
Kota Harapan Indah

Bekasi.

LT 77m2
LB 77m2
KT 2
KM 1
Gudang 1
Listrik 1300 watt
Air Pam
Split AC 1
Rumah Hadap Utara
Sertifikat SHM on hand

Harga 690 Juta Nepis

Bisa KPR

Hub :
Yane Li
081296288835"
31,30-03-2021,https://www.rumah123.com/properti/bekasi/hos8096851/,825000000,Bekasi,94,75,3,2,0,0,1,0,1300,SHM,Rumah Baru Harapan Indah,"Jual Rumah Baru Harapan Indah
DI JUAL RUMAH TINGGAL

, Pejuang, Medan Satria,Bekasi
LT/LB: 94 / 75 -
KT: 3
KM: 2
Tingkat: 1
Hadap: Timur
Listrik: 1300 watt
Ruang Tamu, Ruang Keluarga, Ruang Makan, Dapur Basah, Dapur Kering, Keamanan 24 Jam, Dekat Sekolah, Dekat Rumah Sakit, Dekat Jalan Raya, Dekat Mall, Dekat Tempat Ibadah, Dekat Bank, Dekat SPBU, Dekat Toll
SHM

HARGA : Rp. 825.000.000

SURVEY SEKARANG HUBUNGI:
ERA EXPERT
0878 7888 9999"
32,30-03-2021,https://www.rumah123.com/properti/bekasi/hos8096839/,85000000,Bekasi,75,29,2,1,0,0,1,0,1300,HGB,Rumah hook lokasi strategis dekat gerbang utama sudah terbukti tidak banjir,"Take Over Rumah Di Bekasi Utara Rp 85jt
Rumah type 29/75 ( Hook ) berikut spesifikasinya :

1. L.Tanah 75 meter,
2. L.Bangunan 29 meter,
3. Dekat RTH ( Ruang Tanaman Hijau )/FASOS
4. Penduduk Lebih Dari 1000 Kepala Keluarga
5. Listrik Token 1300 watt, Masih listrik Bersubsidi
6. K.Tidur 2,
7. K.Mandi 1
8. Ruang Tamu,

Agsuran Rp 1.780.000/bln,- selama 22 tahun (sudah berjalan 48 Bulan ),.

Apabila anda ambil over kredit,inilah manfaatnya :
1. Tidak Ribet Mengurus Persyaratan Kredit,
2. Tidak Perlu Survey/Wawancara Kredit,
3. Anda Bayar DP, anda langsung bisa menempati rumah tsb,

Alamat :
Jl. H Musir, Sriamur, Tambun Utara atau dpt langsung menghubungi saya untuk melihat lokasi.
Ayo Tunggu Apalagi..

Jika Anda berminat,bisa menghubungi User Dibawah bisa Whatsapp,Sms, Telfon"
33,30-03-2021,https://www.rumah123.com/properti/bekasi/hos8096806/,1635000000,Bekasi,125,125,3,2,1,1,1,0,3500,SHM,Cluster Exclusive Design Clasic Material Premium Dalam Perumahan Jatiwaringin,"Cluster Exclusive Design Clasic Material Premium Dalam Perumahan Jatiwaringin Strategis Dekat Gerbang Toll Pondok Gede

Spesifikasi:
LT : 125M2
LB : 125M2
KT : 3+1
KM : 2+1
Carport : 1 Mobil
Listrik : 3500 Watt
Lantai : 2 Lantai
Orientasi : Barat
Jetpump
SHM, IMB
Unfurnish
Bangunan : 2021

Selling Point ,
- Cluster bebas banjir
- Cluster Exclusive
- Dekat Ke Pondok Gede Mall
- Dekat ke pusat kuliner Jatiwaringin Raya
- Dekat Sekolah Favorit SMAN 5 , SDI Asyafi'iyah , Unkris , Univ Assyafi'iyah
- Jalan akses 2 Mobil
- Dekat Pusat Olah raga Gim, Swimming Pool , Tenis , Panahan , Gor Bulutangkis

Harga : Rp 1,635,000,000

Jangan Sampai Kehabisan Unit Terbatas !

Survei Unit Hub :
Vina(yna)
HP/WA: 085777477753

Mepo :
SMA Negeri 5 Bekasi
(021) 8460810
https://goo.gl/maps/f12hrHTzxFQrhuJ56"
34,30-03-2021,https://www.rumah123.com/properti/bekasi/hos8096686/,355000000,Bekasi,60,38,2,1,0,0,1,0,1300,SHM,Rumah Hunian indah di tambun selatan,"Bumi Berlian Sejahtera
Rumah baru di tambun selatan DP 0%.
Booking 3 jt sampai Serah Terima Kunci, Dengan 300 jutaan Kamu bisa memiliki Hunian idaman keluarga dengan kenyamanan dan lingkungan yang tertata rapi di Mangunjaya, Tambun Perumahan komersil dengan design kekinia, Selain desainnya yang kece dan tetap minimalis, setiap rumah kami berikan AC & Exhaust Fan tanpa diundi loh.
Keunggulan :
. One Get System
. Rumah Siap Huni
. Akses Aspal & Paving Blok
. Dekat Sekolah
Lokasi Strategis Banget:
Metland Tambun
Pusat Pemerintah (Kecamatan, Kabupaten, dll)
Stasiun Kota Bekasi
Stasiun Tambun
Tol Bekasi Timur
Rs. Kartika Husada
Puskesmas Tambun
Pasar Tambun
Pusat Ibadah
Pusat Perbelanjaan.
Promo:
free AC
free biaya Notaris,Appraisal,BPHTB,KPR
DP 0%
Wa:085782659445
https://wa.me/message/WBGKNLDNW3B2O1"
35,30-03-2021,https://www.rumah123.com/properti/bekasi/hos8096668/,790000000,Bekasi,138,120,3,1,0,0,1,0,1300,SHM,rumah hoek. Sangat luas jarang ada di cluster aralia harapan indah bekasi barat,"Luas 306
Lb 95
Kt 2+1
Km 1+1
Hgb
Listrik 1300w
Pam
Carport 1.mbl
Hdp utara timur
Rp 2,7m nego
#hw/rt-ern"
36,30-03-2021,https://www.rumah123.com/properti/bekasi/hos7925282/,2700000000,Bekasi,306,95,2,1,1,1,1,0,1300,SHM,Di rumah siap huni di harapan indah 1 Bekasi,"Dijual Rumah di Harapan Indah 1 Bekasi

LT = 138m
LB = 120m
KT = 3
KM = 1
Hadap = utara
Carpor = masuk 2 mobil
Sudah SHM,
IMB = Ada
PLN = 1300 watt
Air = PAM
Hrg 790jt nepis
rtn"
37,30-03-2021,https://www.rumah123.com/properti/bekasi/hos7892289/,2700000000,Bekasi,180,280,3,2,1,1,1,0,3300,SHM,"Rumah 2 Lantai dalam Cluster Exclusive, Bulevard Hijau Regency dengan keamanan 24 Jam","Di Kota Harapan Indah - BEKASI.
LT. 180 M2
LB. 280 M2 (2 Lantai)
KT. 3+1.
KM 2+1
Listrik : 3.300 Watt
AC 2 Unit,
Kitchen Set
SHM
Rp. 2,7 M (Nego)
*vn-ern"
38,30-03-2021,https://www.rumah123.com/properti/bekasi/hos8100582/,800000000,Bekasi,55,75,2,2,0,0,1,0,1300,SHM,Rumah Minimalis di Cluster D Jakasampurna Bekasi,"Rumah Minimalis di Cluster D Jakasampurna Bekasi
Repost
Dijual rumah d cluster D minimalis jakasampurna

lt 55m2
lb75m2
2kt
2km
1dapur
1300watt
SHM

800jt Nego

#YLMEL
Hub
Lisie
0878 81423833"
39,30-03-2021,https://www.rumah123.com/properti/bekasi/hos8100572/,4200000000,Bekasi,300,275,4,3,1,1,1,1,4400,SHM,Rumah di Cluster Asia Tropis Harapan Indah Bekasi,"Rumah di Cluster Asia Tropis Harapan Indah Bekasi
Repost
Dijual rumah asia tropis
Harapan indah bekasi
Lt.300
Lb.275
Kt.4+1
Km.3+1
Listrik 4400watt
Pam
Shm
Harga Rp 4.2 M
#YY
Hub
Lisie
0878 81423833"
40,30-03-2021,https://www.rumah123.com/properti/bekasi/hos8100545/,2500000000,Bekasi,297,297,7,5,0,0,1,1,2200,SHM,Rumah di Griya Jati Sari Jakasampurna Bekasi,"Dijual rumah di Griya jati sari
Jakasampurna
Bekasi
2 lantai
Lt. 297
Lb. 297
Kt.7
Km.5
Listrik 2200 watt
Air jet pump
Shm
Harga Rp 2.5 M
#YY
Lokasi dekat tol becak kayu
Pasar kranji
Mall metropolitan
Sekolah

Hub
Lisie
0878 81423833"
41,30-03-2021,https://www.rumah123.com/properti/bekasi/hos8100173/,260000000,Bekasi,75,29,2,1,0,0,1,0,1300,HGB,Rumah Minimalis bebas Banjir dibekasi 20 menit dari stasiun bekasi,"JUAL Rumah type 29/75 ( Hook )
Rp. 260.000.000 Sudah termasuk balik nama Sertifikat

1. L.Tanah 75 meter,
2. L.Bangunan 29 meter,

2 Kamar Tidur
1 Ruang Tamu
1 Kamar Mandi

KEUNGULAN
- Tanah luas gak perlu di tingkat
- Posisi di pinggir tentu view,ventilasi dan pembuangan lebih baik
- Cuma 100 meter dari gerbang utama sudah ada indomart + mesin atm
- Udara sejuk karna masih banyak pepohon
- Dekat fasos dan bukan di jalur utama lebih safety untuk anak2 yg bermain
- Sudah banyak tetangga jadi bisa langsung pindahan
- Dekat area komersial dan Ruko
- Sudah dihuni lebih dari 2000 KK
- Kondisi rumah sudah layak huni
- Spiteng sudah permanen
- Sudah full tralis
- Sumber air sudah pakai jetpump
- Jaringan telfon dan Internet (indihome)
- Yang terpenting Bebas Banjir

Dekat Dengan Beberapa Lokasi :
30 Menit Menuju Jakarta
20 Menit Menuju SUMMARECON Bekasi
20 Menit Menuju Stasiun Bekasi
20 Menit Menuju Kota Harapan Indah
Terdapat Minimarket di dalam perumahan
Dekat dengan Pasar BABELAN
Dekat dengan Ru"
42,30-03-2021,https://www.rumah123.com/properti/bekasi/hos8100357/,805000000,Bekasi,70,95,3,2,0,0,1,0,2200,SHM,Property syariah Pondok Gede Bebas Banjir,"*MEMIMPIKAN HUNIAN MEWAH DENGAN KONSEP KEPEMILIKAN SYARIAH ?*

_we proudly present !_
Kini telah hadir di PONDOK GEDE Kota Bekasi , Project ke 13 persembahan Developer Royal Gemilang Persada


*AHZAVI RESIDENCE*
_The Luxurios Islamic Sharia Living_

Menawarkan konsep hunian mewah nan nyaman dengan fasilitas *private pool* disetiap rumah nya

Dengan mengusung prinsip pembiayaan yang *TANPA BANK* & *BEBAS RIBA* , Anda dapat memilih design rumah sesuai dengan rumah impian Anda
American Style
Skandinavian Style
Modern minimalist style

Cukup dengan budget 800 jutaan , Anda berhak memiliki hunian di jantung kota Bekasi

AKSESIBILITAS :
Jl Raya Jatimakmur 900 meter
Jl Raya Hankam 1 km
Pintu Tol Jatiwarna 3 km
Pintu Tol Jatiasih 5 km
Pintu Tol Jatibening 5 km
Stasiun LRT Jaticempaka 6 km
Terminal Kp Rambutan 8 km


FASILITAS PENDIDIKAN :
SD Negeri Jatirahayu 200 meter
SD Islam Al Azhar Jatikramat 4 km
SMP Ne"
43,30-03-2021,https://www.rumah123.com/properti/bekasi/hos8067669/,4500000000,Bekasi,300,275,4,4,2,1,2,1,4400,SHM,Rumah mewah dalam cluster asia tropis lebar 12x25 hadap selatan semi furnished di harapan indah bekasi barat,"Luas 12x25=300
Lb 275
Listrik 4400w
Semi f
Ada taman
Kamar 4+2
Km 4+1
Hadap selatan
Shm
Carport 2
Garasi 1
Rp 4,5m nego sampai deal
#rt-ern"
44,30-03-2021,https://www.rumah123.com/properti/bekasi/hos8100167/,825000000,Bekasi,112,70,2,1,1,1,1,0,2200,SHM,"Rumah Siap Huni Bagus di Bulevar Hijau, Bekasi","Dijual Rumah Siap Huni Bagus di Bulevar Hijau, Bekasi
lt 112
lb 70
kt 2+1
km 1+1
shm
2200 watt
pam
Tusa
Harga 900 jt turun harga 825jt nego

#Henyan
Hub; Meta Chen
note : outstanding di bank 150jt"
45,30-03-2021,https://www.rumah123.com/properti/bekasi/hos8099595/,2300000000,Bekasi,126,200,4,4,1,1,1,0,3300,PPJB,Rumah Vasana Full Renovasi Harapan Indah Bekasi,"Deskripsi
Dijual cepat rumah minimalis full renovasi 2.5 lantai hadap Utara siap huni di Neo Vasana Harapan Indah Bekasi free Kitchen Set dan Meja Bar di lokasi strategis dekat ke Hotel Santika Premier, Carefour, Transera dan akses Tol Jorr

Additional Details
Status Kepemilikan: PPJB
Car Port
Listrik 3.300 VA
PAM

*ss

"
46,30-03-2021,https://www.rumah123.com/properti/bekasi/hos8100092/,1250000000,Bekasi,171,95,3,2,0,0,1,1,2100,SHM,Rumah Bagus Murah Tanah Luas Siap Huni Bawah Pasar di Kranji Jaka Sampurna,"Rumah di Jakasampurna Bekasi Bebas Banjir dataran tinggi.

Spesikasi:
Lt 171m
Lb 95m
K Tidur 3
k Mandi 2
Garasi 1 mobil
Carport 1 mobil
Dapur Kotor/Irn
Listrik 2 token 900 watt dan 1200 watt
letak di hook, hadap Timur dan Selatan
Sumber Air Jetpump
Harga 1.250m Nego by Owner

Selling Point;

Selangkah ke Apotik Roxi Patriot
10 mnt k tol Becakayu dan tol Jorr
Akses jalan 2 mobil
10 mnt ke Stasiun kereta Kranji,
Dekat Mall, Pasar Traditional, RS dan sekolah, ada angkutan umum,"
47,30-03-2021,https://www.rumah123.com/properti/bogor/hos8100046/,6600000000,Bekasi,500,800,4,3,1,1,1,1,10000,SHM,"Kota Wisata LT 500 LB 800, Rapih &amp; siap HUNI ! NEGO","KOTA WISATA CIBUBUR adalah salah satu perumahan terfavorit di area Cibubur, selain lokasinya yang berdekatan dengan perumahan Legenda Wisata , juga Kota Wisata berada dalam lokasi yang sangat strategis. Sangat dekat dengan tempat Wisata Mekarsari dan akses menuju Kota Wisata juga dapat ditempuh dari dua arah tol. Yang pertama sudah pasti tol Cibubur dan yang kedua adalah tol Jati Asih. Untuk kedepannya atau untuk rencana tata kota yang sudah di petakan oleh pemerintah, bahwasanya akan segera dibangun tol, yang akan menghubungkan tol Jakarta Cibubur Bekasi. Dengan kondisi kondisi tersebut sudah pasti bisa diperkirakan bahwa Kota Wisata akan menjadi tempat hunian yang sangat popular juga menjadi sarana investasi pilihan yang sangat menarik di Cibubur. Kota Wisata merupakan perumahan yang mempunyai luas tanah 1000 Ha lebih. Dan kami adalah Agent Property yang bekerjasama dengan bank bank ternama. Dan siap membantu proses KPR ."
48,30-03-2021,https://www.rumah123.com/properti/bekasi/hos8099983/,295000000,Bekasi,66,66,2,1,0,0,1,0,1300,PPJB,Rumah Baru Siap Huni,"umah Dijual Bekasi Rumah Baru Siap Huni
Jual Cepat
AJB
#BrightonRealEstate #BrightonProject #MimpiJadiNyata #MimpiTanpaBatas
#BisnisTanpaBatas #GunakanBrokerArebi
#Brightonbekasi
#Propertybekasi"
49,30-03-2021,https://www.rumah123.com/properti/bekasi/hos8099957/,1250000000,Bekasi,126,106,2,1,0,0,1,0,2200,SHM,Rumah Siap Huni Kondisi Terawat,"Jual Rumah Siap Huni Kondisi Terawat
DI JUAL RUMAH TINGGAL

, Pejuang, Medan satria,Bekasi
LT/LB: 126 / 106 -
KT: 3
KM: 2
Tingkat: 1
Hadap: Utara
Listrik: 2200 watt
Ruang Tamu, Ruang Keluarga, Ruang Makan, Dapur Basah, Dapur Kering, Keamanan 24 Jam, Dekat Sekolah, Dekat Rumah Sakit, Dekat Jalan Raya, Dekat Mall, Dekat Tempat Ibadah, Dekat Bank, Dekat SPBU, Dekat Toll
SHM

HARGA : Rp. 1.250.000.000

SURVEY SEKARANG HUBUNGI:
Sita
ERA EXPERT
0878 8015 1160"
50,30-03-2021,https://www.rumah123.com/properti/bogor/hos8099934/,3250000000,Bekasi,240,350,5,5,0,0,1,1,,SHM,"Kota Wisata LT 240 LB 350, DIPASARKAN CEPAT &amp; NEGO !","KOTA WISATA CIBUBUR adalah salah satu perumahan terfavorit di area Cibubur, selain lokasinya yang berdekatan dengan perumahan Legenda Wisata , juga Kota Wisata berada dalam lokasi yang sangat strategis. Sangat dekat dengan tempat Wisata Mekarsari dan akses menuju Kota Wisata juga dapat ditempuh dari dua arah tol. Yang pertama sudah pasti tol Cibubur dan yang kedua adalah tol Jati Asih. Untuk kedepannya atau untuk rencana tata kota yang sudah di petakan oleh pemerintah, bahwasanya akan segera dibangun tol, yang akan menghubungkan tol Jakarta Cibubur Bekasi. Dengan kondisi kondisi tersebut sudah pasti bisa diperkirakan bahwa Kota Wisata akan menjadi tempat hunian yang sangat popular juga menjadi sarana investasi pilihan yang sangat menarik di Cibubur. Kota Wisata merupakan perumahan yang mempunyai luas tanah 1000 Ha lebih. Dan kami adalah Agent Property yang bekerjasama dengan bank bank ternama. Dan siap membantu proses KPR ."
51,30-03-2021,https://www.rumah123.com/properti/bekasi/hos8099740/,990000000,Bekasi,71,107,3,2,0,0,1,0,2200,SHM,Cluster Mewah di Jatiasih Mulai 900 Jtan,"Cluster Mewah 2 Lantai di Jatiasih Bekasi Anti Macet
Lokasi strategis Hanya 50 meter dari pintu tol Jatiasih
Total 10 Unit
Sold 2 Unit
Siap Huni
Bebas Banjir, Aman
Lingkungan Tenang, Nyaman
Cluster Security 24 jam

Free Biaya BPHTB

5 Unit Rumah Siap Huni
Lt. 71 s/d 92 m Lb.107 s/d 131m
5 unit Rumah Inden
Lt.82 m2 Lb.126 m2

Harga mulai Rp 990jt sd Rp 1,35 M
3 Kamar Tidur
2 Kamar Mandi
1 Carport Mobil

Fasilitas
Listrik 2200 Watt , Pompa Air Jet Pump, Shower Box, Kitchen Set, Terali Jendela dan Pengaman Untuk Ruang Terbuka
Ready SHM, IMB, PBB
Row jalan dalam cluster 6 m

Silahkan Hubungi Untuk Informasi Lebih Lanjut
Cepat survey, cepat huni"
52,30-03-2021,https://www.rumah123.com/properti/bekasi/hos8099911/,2100000000,Bekasi,144,157,3,3,1,1,1,1,1300,PPJB,Rumah 2 lantai Luas Tanah 8x18 di Cluster Asera One South Harapan Indah Bekasi,"Di Jual Rumah 2 lantai Luas Tanah 8x18 di Cluster Asera One South Harapan Indah Bekasi

Luas Tanah 144
Luas Bangunan 157
Kamar Tidur 3+1
Kamar Mandi 3+1
2 Lantai
Garasi
Carport
1300Va
PAM

Harga 2.1m
Rn/nad"
53,30-03-2021,https://www.rumah123.com/properti/bogor/hos8099913/,1450000000,Bekasi,128,120,3,2,0,0,1,0,1300,HGB,"Kota Wisata LT 128 LB 120, DIPASARKAN CEPAT &amp; NEGO !","KOTA WISATA CIBUBUR adalah salah satu perumahan terfavorit di area Cibubur, selain lokasinya yang berdekatan dengan perumahan Legenda Wisata , juga Kota Wisata berada dalam lokasi yang sangat strategis. Sangat dekat dengan tempat Wisata Mekarsari dan akses menuju Kota Wisata juga dapat ditempuh dari dua arah tol. Yang pertama sudah pasti tol Cibubur dan yang kedua adalah tol Jati Asih. Untuk kedepannya atau untuk rencana tata kota yang sudah di petakan oleh pemerintah, bahwasanya akan segera dibangun tol, yang akan menghubungkan tol Jakarta Cibubur Bekasi. Dengan kondisi kondisi tersebut sudah pasti bisa diperkirakan bahwa Kota Wisata akan menjadi tempat hunian yang sangat popular juga menjadi sarana investasi pilihan yang sangat menarik di Cibubur. Kota Wisata merupakan perumahan yang mempunyai luas tanah 1000 Ha lebih. Dan kami adalah Agent Property yang bekerjasama dengan bank bank ternama. Dan siap membantu proses KPR ."
54,30-03-2021,https://www.rumah123.com/properti/bekasi/hos8099885/,3500000000,Bekasi,168,200,3,3,0,0,1,0,,PPJB,Rumah strategis siap huni bebas banjir galaxy bekasi,"Dekat dengan pusat perbelanjaan seperti :
Mall Metropolitan, Mall Pekayon (Naga), Mall Bekasi (Giant), Bekasi Cyber Park, Bekasi Square, Superindo, sehingga kebutuhan sehari-hari mudah didapatkan;

Dekat dengan sekolah yang bertaraf atau bereputasi International seperti :
Pax, Golden International School, Sekolah Darussalam, Al-Azhar, Town Kids Pre Schoo, LPIA,;

Dekat dengan Universitas seperti :
Pax, Univ. Gunadarma, Univ. Borobudur, Univ. Swadaya, Unkris;

Dekat dengan sarana kesehatan seperti :
RS. Hermina Galaxy, RSIB Anna, RS. Hermina, RS. Mitra Keluarga;

Sarana Olah Raga seperti : Sport Club Galaxy Tirtamas;
Sarana transportasi untuk external dan internal yaitu :
Menit dari Tol Jorr, Tol Bekasi Barat dan Tol Becakayu;
Trans Galaxy Shuttle Bus untuk tujuan Galaxy ke Jakarta, Sudirman, Blok M PP, atau internal angkutan 05 A.

c:i8975"
55,30-03-2021,https://www.rumah123.com/properti/bogor/hos8099881/,5000000000,Bekasi,435,368,6,4,0,0,1,1,3300,HGB,"Kota Wisata LT 435 LB 368, DIPASARKAN CEPAT &amp; SIAP NEGO","KOTA WISATA CIBUBUR adalah salah satu perumahan terfavorit di area Cibubur, selain lokasinya yang berdekatan dengan perumahan Legenda Wisata , juga Kota Wisata berada dalam lokasi yang sangat strategis. Sangat dekat dengan tempat Wisata Mekarsari dan akses menuju Kota Wisata juga dapat ditempuh dari dua arah tol. Yang pertama sudah pasti tol Cibubur dan yang kedua adalah tol Jati Asih. Untuk kedepannya atau untuk rencana tata kota yang sudah di petakan oleh pemerintah, bahwasanya akan segera dibangun tol, yang akan menghubungkan tol Jakarta Cibubur Bekasi. Dengan kondisi kondisi tersebut sudah pasti bisa diperkirakan bahwa Kota Wisata akan menjadi tempat hunian yang sangat popular juga menjadi sarana investasi pilihan yang sangat menarik di Cibubur. Kota Wisata merupakan perumahan yang mempunyai luas tanah 1000 Ha lebih. Dan kami adalah Agent Property yang bekerjasama dengan bank bank ternama. Dan siap membantu proses KPR ."
56,30-03-2021,https://www.rumah123.com/properti/bekasi/hos8099594/,448800000,Bekasi,72,36,2,1,0,0,1,0,1300,SHM,Rumah 2 lantai Luas Tanah 8x18 di Cluster Asera One South Harapan Indah Bekasi,"Lagi cari-cari rumah di Bekasi dengan harga yang terjangkau??
Apalagi kalau cari rumah di pinggir jalan?
Pastinya sudah mahal banget ya kan?

Nah rumah yang 1 ini menjadi solusinya
Grand Setu City
Rumah di Bekasi dengan harga sekitar 400-500 jutaan
Bahkan untuk rumah 2 lantai mulai dari 500 jutaan aja!
Wow murah banget kaaann??

Soal rumah jangan khawatir!
Legalitas terjamin! Clear!

Dilengkapi dengan fasilitas umum yang lengkap!!
Ada taman, mushola, dan playground!
Yang bikin kamu dan keluarga betah berlama-lama dirumah!

Gratis custome layout ruangan!
plus kamu sudah dapat langsung!
1. toren
2. jetpump
3. Taman
4. kanopi

Plus sudah SUDAH FREE ALL BIAYA!
Tanpa biaya-biaya lagi!

Lokasi strategis banget hanya :
5 menit Tol Jor
5 menit Kantor Kecamatan Setu Bekasi
15 menit Waterpark
15 menit Pusat Industri MM 2100
10 menit SMPN 1 Setu
15 menit Grand Wisata Cibubur
Yuk langsung calling kami
0851.5863.6623 wa/call
0821.1401.5488 wa/call
#sambut2021#memudahkanmenentramkan#rumahdijualjakarta #rumahdijualdide"
57,30-03-2021,https://www.rumah123.com/properti/bekasi/hos8099848/,1250000000,Bekasi,126,106,3,2,0,0,0,1,2200,SHM,Rumah Siap Huni Kondisi Terawat,"Jual Rumah Siap Huni Kondisi Terawat
DI JUAL RUMAH TINGGAL

, Pejuang, Medan satria,Bekasi
LT/LB: 126 / 106 - 
KT: 3
KM: 2
Tingkat: 1
Hadap: Utara
Listrik: 2200 watt
Ruang Tamu, Ruang Keluarga, Ruang Makan, Dapur Basah, Dapur Kering, Keamanan 24 Jam, Dekat Sekolah, Dekat Rumah Sakit, Dekat Jalan Raya, Dekat Mall, Dekat Tempat Ibadah, Dekat Bank, Dekat SPBU, Dekat Toll
SHM

HARGA : Rp. 1.250.000.000

SURVEY SEKARANG HUBUNGI: 
ERA EXPERT
0878 7888 9999"
58,30-03-2021,https://www.rumah123.com/properti/bekasi/hos8099831/,295000000000,Bekasi,15000,10000,120,120,0,0,1,0,,SHM,Hotel Berbintang Lokasi Strategis di Bekasi Timur,"Dijual Hotel Berbintang 2 lantai di Jalan RA Kartini Margahayu Bekasi 
Timur dengan fasilitas Wifi, Televisi, Shower dingin/hangat lokasi dekat
 dengan akses Tol, Mall, Tempat Rekreasi (Snow World), Kampus, Stasiun, 
Pusat Kuliner dan Rumah Sakit.

TTS"
59,30-03-2021,https://www.rumah123.com/properti/bekasi/hos8099772/,2300000000,Bekasi,126,200,4,4,2,1,1,0,3300,PPJB,Rumah Vasana Full Renovasi di Harapan Indah Bekasi,"Dijual cepat rumah minimalis  full renovasi 2.5 lantai 
hadap Utara siap huni di Neo Vasana Harapan Indah Bekasi free Kitchen 
Set dan Meja Bar di lokasi strategis dekat ke Hotel Santika Premier, 
Carefour, Transera dan akses Tol Jorr

Status Kepemilikan: PPJB
Car Port
Listrik 3.300 VA
PAM

*ss"
60,30-03-2021,https://www.rumah123.com/properti/bekasi/hos8099718/,2650000000,Bekasi,200,180,3,3,1,1,2,1,2200,SHM,rumah 2 lantai di cluster arana lebar 10x20 harapan indah hi bekasi barat,"Luas 10x20
Lb +/- 180
Kt 3+1
Km 3+1
2200w
Pam
Hgb
Hadap utara
Carport 2
Garasi 1
Rp 2,650M
#rt-ern"
61,30-03-2021,https://www.rumah123.com/properti/bekasi/hos8098316/,4800000000,Bekasi,200,293,6,4,0,0,2,2,5500,SHM,Rumah Cantik dan Mewah 3 Lantai di Jatibening,"di jual 1 unit Rumah Mewah Terawat, 3 Lantai, Fully Furnished di Perumahan Terbaik di Jatibening, Bekasi.


*LT 200 M2

*LB 293 M2

*KT : 6 buah

*KM: 4 buah

*Listrik: 5.500 Watt

*Garasi 2 mobil

*Carport 2 mobil

*Fully Furnished

*bangunan 2015


Fasilitas di Perumahan:

* Swimming Pool

* Jogging Track

* Lapangan Tennis

* Barbeque Park

* Security 24 jam


Surat-Surat

*IMB

*SHM

Akses:


*5 Menit ke Tol Jatibening

*10 Menit dari Stasiun LRT"
62,31-03-2021,https://www.rumah.com/listing-properti/dijual-bekasi-oleh-andi-wicaksono-18282694,250000000,Bekasi,36,72,2,1,0,0,0,1,1300,SHM,Rumah 200jutaan Banyak Bonusnya di Bekasi,"MILIKI RUMAH CLUSTER

DENGAN HARGA MURAH SYARAT MUDAH



SPESIFIKASI :

*TYPE 36/72

*2 Kamar tidur

*1 Ruang tamu

*1 Kamar mandi



*Carport / Garasi

*Wastafel

*Listrik 1300 Watt

*Air sumur bor ( Jetpump )

*Spitank besar tanpa renov lagi



*Atap baja ringan

*Genteng metal pasir adem & anti pecah

*Plafond Gypsum

*Dinding Hebel Double dinding

*Kusen pintu & Jendela kayu meranti

*Pondasi Batu kali

*Slop bertulang besi 10""



Free : AC 1/2, Mesin air, Toren 500 ltr

BONUS : Pagar & Kanopi Minimalis



Akses lokasi sangat strategis terletak di tengah kota Bekasi & kabupaten Bekasi

15 mnt Summarecon

15 mnt Harapan indah

15 mnt Stasiun Kranji

20 mnt Gate till Bekasi timur & barat



Sudah Ramai penduduk & sangat dekat sekali dengan pusat bisnis & sekolah umum



Proses sangat mudah & cepat :

Tanpa KPR Bank

Tanpa BI Checking

Tanpa riba

Tanpa denda

Tanpa sita



PERSYARATAN CUKUP :

1.Fotocopy KTP 3 lbr/Suami istri

2.Fotocopy KK 3 lbr

3.Fotocopy NPWP 3 kbr

4.Fotocopy Buku nikah



BEBAS BANJIR



Info lengkapnya dan survey lokasi

Hubungi :

wa.me/6281295540188
                                    "
